Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags
52615,10.200.7.6,3128,6,27/04/201704:57:18,298512,5,18,443,9477.0,425,0,88.6,188.0712630893,4231,0,526.5,1070.4980836316,33231.4948812778,77.0488288578,13568.7272727273,44120.8582053797,202965.0,0,298512.0,74628.0,91693.2600176625,202965.0,2573.0,88883.0,5228.4117647059,14390.9039503206,57744.0,0.0,0
443,10.200.7.217,59771,6,11/05/201709:55:43,106780657,17,18,906,554.0,131,0,53.2941176471,38.6616164721,231,0,30.7777777778,74.3216820201,13.6728883397,0.3277747205,3140607.55882353,8692876.05172046,29112045.0,0,106740040.0,6671252.5,11879997.2707075,29112308.0,0.0,106780348.0,6281196.94117647,11614768.5879136,29112570.0,0.0,1
34666,179.1.4.206,443,6,11/05/201711:11:20,1160755,142,541,3031,1679235.0,1149,0,21.3450704225,143.1571593756,18824,0,3103.9463955638,2661.1066590471,1449286.02504404,588.4101296139,1701.9868035191,33992.2011509257,885767.0,0,1160755.0,8232.304964539,74618.455579984,885767.0,0.0,1156364.0,2141.4148148148,38742.2264070857,898498.0,0.0,0
33952,64.233.186.188,5228,6,09/05/201709:23:09,212391,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9.4165948651,212391.0,0.0,212391.0,212391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51554,10.200.7.4,3128,6,27/04/201709:09:57,4064871,1,3,6,18.0,6,6,6.0,0.0,6,6,6.0,0.0,5.9042464078,0.984041068,1354957.0,2346849.16991953,4064865.0,1,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.8284271247,5.0,1.0,0
80,10.200.7.218,42792,6,11/05/201710:57:09,51323701,358,408,468167,0.0,2896,865,1307.7290502793,277.0128915175,0,0,0.0,0.0,9121.84801326,14.9248784689,67089.8052287582,142060.102776194,1419655.0,0,51323509.0,143763.330532213,197317.688132679,1729750.0,0.0,51323487.0,126101.933660934,177565.336235598,1419655.0,0.0,1
49751,10.200.7.4,3128,6,27/04/201709:55:20,82808,5,3,230,4113.0,212,0,46.0,92.8331837222,4107,0,1371.0,2369.447403932,52446.6235146363,96.6090232828,11829.7142857143,25561.2412564693,69459.0,23,82808.0,20702.0,33550.1341477696,70834.0,408.0,73901.0,36950.5,45973.9615924058,69459.0,4442.0,0
61857,10.200.7.7,3128,6,15/05/201704:44:27,59934934,7,0,3938,0.0,1957,6,562.5714285714,815.8018258423,0,0,0.0,0.0,65.7045855761,0.1167933212,9989155.66666667,16715868.1678862,39960079.0,0,59934934.0,9989155.66666667,16715868.1678862,39960079.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.90.81,57039,6,27/04/201709:57:43,1297,1,4,6,24.0,6,6,6.0,0.0,6,6,6.0,0.0,23130.300693909,3855.0501156515,324.25,399.9203045608,822.0,0,0.0,0.0,0.0,0.0,0.0,475.0,158.3333333333,273.3758097077,474.0,0.0,0
49618,10.200.7.5,3128,6,09/05/201710:11:18,10412875,5,8,252,1551.0,234,0,50.4,102.6683982538,1238,0,193.875,430.8816335641,173.1510269738,1.2484544374,867739.583333333,2840716.4490177,9885467.0,114,527194.0,131798.5,153410.612945563,303404.0,326.0,10412761.0,1487537.28571429,3790338.94101445,10082086.0,214.0,0
49929,179.1.4.217,443,6,09/05/201710:14:59,46252144,31,28,1199,17243.0,384,0,38.6774193548,83.8671119875,4344,0,615.8214285714,943.3017290965,398.727462234,1.2756165422,797450.75862069,6024213.72364746,45885336.0,0,46252144.0,1541738.13333333,8382513.93631329,45924113.0,0.0,366513.0,13574.5555555556,27062.1334472718,97881.0,0.0,0
80,10.200.7.217,46641,6,28/04/201709:39:18,119906779,934,832,1245432,0.0,4344,7,1333.4389721627,704.3452274133,0,0,0.0,0.0,10386.6687970995,14.7281080747,67935.8521246459,202590.011570362,2111140.0,0,119906478.0,128517.125401929,268835.471160361,2111831.0,0.0,119906164.0,144291.412755716,276859.058691305,2111674.0,0.0,1
3128,192.168.130.245,3701,6,15/05/201705:16:41,137,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,131386.861313869,21897.8102189781,68.5,96.8736290226,137.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.42.57,59518,6,27/04/201709:54:04,14,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,857142.857142857,142857.142857143,14.0,0.0,14.0,14,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0
54592,179.1.8.210,443,6,15/05/201705:20:34,5095810,26,15,718,10668.0,209,0,27.6153846154,67.0922212618,1448,0,711.2,718.697154579,2234.3847199955,8.0458258844,127395.25,778115.692181612,4924417.0,0,5095810.0,203832.4,983711.250184897,4924417.0,0.0,134031.0,9573.6428571429,27387.5492812312,103048.0,0.0,0
1304,10.200.7.8,3128,6,15/05/201705:36:44,102888110,19,35,758,2268.0,172,6,39.8947368421,56.6910680177,234,6,64.8,72.727048128,29.4105898145,0.5248419861,1941285.09433962,6658967.45280953,25902167.0,0,102888110.0,5716006.11111111,10698918.8793925,26031536.0,0.0,102758756.0,3022316.35294118,8195266.51070888,26068890.0,0.0,1
52484,10.200.7.6,3128,6,27/04/201709:07:59,8993885,7,35,947,1455.0,517,0,135.2857142857,193.3155574751,152,0,41.5714285714,53.3574437799,267.0703483534,4.6698395632,219363.048780488,1288535.87299956,8262328.0,0,8993885.0,1498980.83333333,3315993.61007963,8262328.0,1324.0,522051.0,15354.4411764706,45430.3862363875,167882.0,0.0,0
50524,10.200.7.4,3128,6,27/04/201710:37:04,252601,3,4,128,3697.0,122,0,42.6666666667,68.7701485627,3685,0,924.25,1840.5021733212,15142.4578683378,27.7116876022,42100.1666666667,80616.2162903139,201415.0,0,50893.0,25446.5,35585.148763213,50609.0,284.0,252550.0,84183.3333333333,104695.4860934,201415.0,0.0,0
3128,192.168.151.4,49903,6,27/04/201704:58:15,224,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,53571.4285714286,8928.5714285714,224.0,0.0,224.0,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51983,10.200.7.9,3128,6,15/05/201709:53:22,66,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,181818.181818182,30303.0303030303,66.0,0.0,66.0,66,66.0,66.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0
59507,72.246.211.48,443,6,27/04/201711:27:24,60276,1,3,0,106.0,0,0,0.0,0.0,53,0,35.3333333333,30.5995642671,1758.5772114938,66.3614042073,20092.0,34507.1985098762,59937.0,0,0.0,0.0,0.0,0.0,0.0,339.0,169.5,239.7091988222,339.0,0.0,0
38956,151.101.32.84,443,6,11/05/201709:28:12,91,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21978.021978022,91.0,0.0,91.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.131.19,49981,6,27/04/201709:10:03,249,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,72289.156626506,12048.1927710843,124.5,176.0695885155,249.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.42.25,52641,6,11/05/201710:04:14,27,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,444444.444444444,74074.0740740741,27.0,0.0,27.0,27,27.0,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.130.11,1153,6,15/05/201709:52:18,45545865,21,14,6496,1693.0,2866,0,309.3333333333,725.1855854423,1113,6,120.9285714286,289.9892476218,179.7967828693,0.7684561485,1339584.26470588,7550592.8935575,44063047.0,0,44736512.0,2236825.6,9873414.87076814,44182584.0,0.0,45152980.0,3473306.15384615,12197702.1694283,44063047.0,0.0,0
57096,10.200.7.7,3128,6,09/05/201711:45:33,1,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
47097,172.217.30.10,443,6,26/04/201711:11:56,1988228,24,18,7004,9198.0,1557,0,291.833333333333,542.82174723878,1418,0,511.0,579.943607806219,8148.96480685314,21.1243378526004,48493.3658536585,161791.123383169,1002188.0,0,1988228.0,86444.6956521739,245124.17591321,1153106.0,0.0,832027.0,48942.7647058823,78802.0479496959,199881.0,0.0,0
51692,10.200.7.7,3128,6,26/04/201703:12:10,90654884,26,0,3292,0.0,517,0,126.6153846154,184.620492237,0,0,0.0,0.0,36.3135426879,0.2868019775,3626195.36,12458835.7010947,45034791.0,0,90654884.0,3626195.36,12458835.7010947,45034791.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41896,179.1.4.223,443,6,27/04/201704:15:59,42544,1,2,46,60.0,46,46,46.0,0.0,60,0,30.0,42.4264068712,2491.5381722452,70.51523129,21272.0,30081.7366852381,42543.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1
58887,10.200.7.8,3128,6,27/04/201711:29:05,481819,14,36,3132,19312.0,687,0,223.7142857143,264.5883387661,4349,0,536.4444444444,1186.0041060985,46581.80769127,103.7734086867,9833.0408163265,27819.0084631588,97917.0,0,384750.0,29596.1538461538,55887.7118930541,172658.0,0.0,481670.0,13762.0,32273.1751368186,97917.0,0.0,0
50686,10.200.7.6,3128,6,28/04/201709:37:44,220910,5,4,336,1533.0,318,0,67.2,140.2255326251,885,0,383.25,450.1491419519,8460.4590104568,40.7405730841,27613.75,76542.313119234,217041.0,1,220910.0,55227.5,108178.767964575,217494.0,652.0,218491.0,72830.3333333333,124892.199361423,217041.0,1.0,0
49511,10.200.7.9,3128,6,27/04/201710:43:26,167,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,71856.2874251497,11976.0479041916,167.0,0.0,167.0,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,10.200.7.196,42218,6,15/05/201711:03:49,119921365,734,843,1056896,0.0,2872,1424,1439.9128065395,74.9153084316,0,0,0.0,0.0,8813.241910647,13.1502839381,76092.2366751272,131287.566438265,1573950.0,4,119921109.0,163603.150068213,171302.920542875,1612203.0,40.0,119921067.0,142424.070071259,152632.540535924,1574162.0,1065.0,1
53310,10.200.7.7,3128,6,09/05/201710:15:26,1025,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,11707.3170731707,1951.2195121951,1025.0,0.0,1025.0,1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44706,179.1.4.230,443,6,27/04/201709:11:51,1077237,30,28,4046,1596.0,819,0,134.8666666667,242.956180714,376,0,57.0,100.259662876,5237.4732765399,53.841448075,18898.8947368421,115626.231797096,873725.0,0,1069189.0,36868.5862068966,163747.896701981,884732.0,0.0,1067340.0,39531.1111111111,169746.40689736,885886.0,0.0,0
58401,10.200.7.7,3128,6,27/04/201706:02:40,2847,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,4214.9631190727,702.4938531788,2847.0,0.0,2847.0,2847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49836,10.200.7.8,3128,6,11/05/201710:45:37,925,3,8,18,48.0,6,6,6.0,0.0,6,6,6.0,0.0,71351.3513513513,11891.8918918919,92.5,151.7075036597,378.0,0,627.0,313.5,441.9417382416,626.0,1.0,678.0,96.8571428571,255.8192256076,677.0,0.0,0
58138,10.200.7.7,3128,6,27/04/201710:42:32,19086192,13,14,1982,630.0,517,0,152.4615384615,192.351507829,160,0,45.0,59.0410548165,136.8528620062,1.4146352504,734084.307692308,3630533.67927849,18532355.0,0,19086192.0,1590516.0,5335932.85675567,18532355.0,0.0,503401.0,38723.1538461538,70755.5454397347,166497.0,0.0,0
45094,10.200.7.8,3128,6,28/04/201709:47:44,598,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3344.4816053512,598.0,0.0,598.0,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57725,10.200.7.7,3128,6,27/04/201711:28:45,90064442,17,19,934,9422.0,227,0,54.9411764706,92.8159944381,2226,0,495.8947368421,806.2313491201,114.9843353274,0.399713796,2573269.77142857,10592611.3976442,44999996.0,0,90064367.0,5629022.9375,15361758.377063,45000559.0,0.0,90064249.0,5003569.38888889,14552431.5792418,45008675.0,0.0,0
62289,10.200.7.8,3128,6,28/04/201709:46:15,90398817,14,10,1178,8402.0,559,0,84.1428571429,201.189102451,4195,0,840.2,1768.1365457578,105.9748381442,0.2654901999,3930383.34782609,13011336.903671,45372253.0,0,90398633.0,6953741.0,16958862.3489971,45372862.0,0.0,90398428.0,10044269.7777778,19929321.7705586,45372437.0,0.0,0
35380,52.26.140.68,443,6,27/04/201708:23:50,116920881,13,5,1364,2907.0,1003,0,104.9230769231,277.0900760699,1428,0,581.4,773.1169381148,36.5289755215,0.1539502597,6877698.88235294,28095487.7153662,115903810.0,0,116920881.0,9743406.75,33431958.5824947,115903810.0,0.0,327045.0,81761.25,92460.186431332,165711.0,213.0,0
47078,179.1.4.244,80,6,26/04/201711:13:30,165,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12121.2121212121,165.0,0.0,165.0,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56868,10.200.7.9,3128,6,15/05/201705:20:11,5825071,41,37,6540,47136.0,1527,0,159.512195122,445.2117542221,5792,0,1273.945945946,1391.0591277861,9214.6516325724,13.3903947265,75650.2727272727,325826.457961889,2405534.0,0,5825067.0,145626.675,443921.131846833,2405647.0,25.0,5825017.0,161806.027777778,470993.74349284,2446481.0,0.0,0
45295,208.93.230.18,80,6,27/04/201709:53:33,11179440,9,11,1070,1158.0,535,0,118.8888888889,235.9128252366,338,0,105.2727272727,149.246166389,199.2944190407,1.7889983756,588391.578947368,2284618.60181534,9991565.0,0,1187875.0,148484.375,273006.372022935,778905.0,1.0,11179063.0,1117906.3,3127563.36166636,9991659.0,0.0,0
36604,104.112.240.34,80,6,27/04/201709:10:11,112687,3,3,169,0.0,169,0,56.3333333333,97.572195493,0,0,0.0,0.0,1499.729338788,53.244828596,22537.4,49101.7440352173,110370.0,209,2108.0,1054.0,926.3098833544,1709.0,399.0,111387.0,55693.5,77324.2478430925,110370.0,1017.0,0
50091,10.200.7.4,3128,6,28/04/201709:45:28,8199511,22,25,2004,55654.0,1884,0,91.0909090909,400.4538983146,5840,0,2226.16,1576.269664958,7031.8827549594,5.7320491429,178250.239130435,1101038.36147287,7466352.0,1,8199511.0,390452.904761905,1625037.6895675,7466352.0,22.0,731401.0,30475.0416666667,103422.421624377,490950.0,4.0,0
36675,216.58.222.206,443,6,11/05/201703:35:05,83856709,30,28,1844,1964.0,315,0,61.4666666667,104.9274735836,324,0,70.1428571429,99.9072585824,45.4107971254,0.6916560487,1471170.33333333,9804680.40568411,73568058.0,0,83821067.0,2890381.62068965,13712696.3135124,73568117.0,0.0,83856668.0,3105802.51851852,14204993.8901313,73568191.0,0.0,1
3128,192.168.90.99,60007,6,27/04/201704:56:59,1,3,0,160,0.0,77,6,53.3333333333,40.9918691125,0,0,0.0,0.0,160000000.0,3000000.0,0.5,0.7071067812,1.0,0,1.0,0.5,0.7071067812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51320,10.200.7.7,3128,6,27/04/201704:25:13,77292787,14,16,386,540.0,89,0,27.5714285714,32.5900274641,224,0,33.75,75.8766542928,11.9804193372,0.3881345358,2665268.51724138,10109131.24073,45310148.0,0,77255031.0,5942694.69230769,14743370.2473447,45310535.0,0.0,77292560.0,5152837.33333333,13807929.2111711,45310461.0,0.0,0
62115,10.200.7.5,3128,6,11/05/201710:01:54,91157146,15,103,1055,40456.0,371,0,70.3333333333,107.0625095558,2920,0,392.7766990291,709.5418009497,455.3784516246,1.2944679071,779120.905982906,5857710.11454971,45011274.0,0,91156998.0,6511214.14285714,24044198.9386702,90048498.0,0.0,91157007.0,893696.147058823,6269422.88516158,45011274.0,0.0,0
3128,192.168.42.88,50952,6,15/05/201704:37:36,1,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
49459,10.200.7.7,3128,6,11/05/201703:32:40,727,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2751.0316368638,727.0,0.0,727.0,727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48765,93.184.215.201,443,6,11/05/201711:09:58,39207610,112,190,5219,334455.0,437,0,46.5982142857,126.2789319144,5792,0,1760.2894736842,1177.3959228517,8663.471198576,7.7025863091,130257.840531561,1299511.7720753,16767410.0,0,39207610.0,353221.711711712,2127480.24349149,16767410.0,0.0,39207050.0,207444.708994709,1641585.90632454,16804435.0,0.0,0
49429,10.200.7.8,3128,6,09/05/201709:07:03,3748170,15,16,680,16338.0,313,0,45.3333333333,108.7051494816,2920,0,1021.125,858.8018688848,4540.3490236569,8.2707027696,124939.0,550390.643756245,3012278.0,0,3748170.0,267726.428571429,801231.690275638,3012278.0,0.0,448294.0,29886.2666666667,77296.2922881508,237874.0,0.0,0
40894,50.62.111.1,80,6,11/05/201710:05:23,74,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40540.5405405405,37.0,50.9116882454,73.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
54064,10.200.7.9,3128,6,26/04/201703:13:10,8632959,5,2,1443,6.0,1425,0,288.6,635.272225113,6,0,3.0,4.2426406871,167.8451154465,0.8108459683,1438826.5,3310722.93578456,8187266.0,85,8632959.0,2158239.75,4024668.03794527,8187266.0,305.0,4679.0,4679.0,0.0,4679.0,4679.0,0
57638,216.58.222.97,443,6,27/04/201705:02:17,79393271,42,48,6125,13495.0,3240,0,145.8333333333,525.4217779227,1418,0,281.1458333333,482.9752643146,247.1242178698,1.1335973297,892059.224719102,6292410.26725061,57625033.0,0,79242341.0,1932740.02439024,9228434.52677976,57625033.0,1.0,79238078.0,1685916.55319149,8660620.32266462,57821835.0,0.0,1
49371,10.200.7.5,3128,6,27/04/201709:51:16,89998906,3,15,18,0.0,6,6,6.0,0.0,0,0,0.0,0.0,0.2000024311,0.2000024311,5294053.29411765,14944300.4209327,44999815.0,0,89998312.0,44999156.0,1994.0411229461,45000566.0,44997746.0,89998828.0,6428487.71428571,16340698.8482455,44999916.0,0.0,0
42784,74.119.118.92,443,6,11/05/201710:00:59,11220197,17,14,1164,8826.0,342,0,68.4705882353,129.7661924612,1448,0,630.4285714286,733.4130659286,890.3586986931,2.7628748408,374006.566666667,1983609.20835494,10874623.0,0,11220197.0,701262.3125,2713453.82502993,10874623.0,0.0,305725.0,23517.3076923077,55335.4939337984,185010.0,0.0,0
52693,52.33.209.128,443,6,28/04/201710:19:17,616625,7,5,947,469.0,617,0,135.2857,227.327,239,0,93.8,109.2827,2296.371,19.46077,56056.82,68648.39,152260.0,73,504904.0,84150.67,75051.57,155404.0,1591.0,464413.0,116103.2,75538.0,159668.0,3030.0,0
58170,10.200.7.8,3128,6,27/04/201704:13:55,402,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,29850.7462686567,4975.1243781095,402.0,0.0,402.0,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.90.10,53057,6,27/04/201708:27:32,228,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,78947.3684210526,13157.8947368421,114.0,161.2203461105,228.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51959,10.200.7.5,3128,6,15/05/201704:40:02,719423,23,19,3300,16684.0,1460,0,143.4782608696,389.5980293917,4108,0,878.1052631579,1297.4035136352,27777.8163889673,58.3801185116,17546.9024390244,59131.1356785936,338387.0,0,719423.0,32701.0454545455,79282.3745743068,339889.0,401.0,712168.0,39564.8888888889,86643.2969579969,338387.0,1.0,0
3128,192.168.81.25,51100,6,28/04/201710:16:03,172,2,0,346,0.0,340,6,173.0,236.1736649163,0,0,0.0,0.0,2011627.90697674,11627.9069767442,172.0,0.0,172.0,172,172.0,172.0,0.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,1
48413,74.125.3.105,443,6,27/04/201704:59:40,4277689,216,163,2620,269630.0,1154,0,12.1296296296,94.6923137366,4260,0,1654.1717791411,730.4646973081,63644.1779661869,88.5992413193,11316.6375661376,183270.678061199,3560161.0,0,4277689.0,19896.2279069767,242920.766711129,3560161.0,0.0,607999.0,3753.0802469136,13420.0989550176,90142.0,0.0,0
50463,10.200.7.7,3128,6,27/04/201705:20:06,79575067,27,29,1386,2836.0,207,6,51.3333333333,69.8729616463,566,6,97.7931034483,159.0739673661,53.0568199207,0.7037380188,1446819.4,5514243.83642392,28379545.0,0,79575067.0,3060579.5,7789787.36652591,28379672.0,0.0,55130502.0,1968946.5,6325986.42801919,28583576.0,0.0,1
3128,192.168.90.65,53021,6,27/04/201705:55:19,1,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33697,200.122.238.31,80,6,26/04/201703:13:38,6594905,5,5,1750,970.0,1414,0,350.0,612.3299764016,970,0,194.0,433.797187635,412.4396029966,1.5163220698,732767.222222222,2168486.18425249,6514984.0,1,79921.0,19980.25,39451.3995812147,79156.0,1.0,6594358.0,1648589.5,3244474.87328766,6514988.0,1.0,0
52429,10.200.7.5,3128,6,09/05/201711:30:35,290,3,1,31,6.0,31,0,10.33333,17.89786,6,6,6.0,0.0,127586.2,13793.1,96.66667,85.93214,195.0,36,231.0,115.5,112.43,195.0,36.0,0.0,0.0,0.0,0.0,0.0,0
62624,10.200.7.4,3128,6,11/05/201711:19:46,90012398,3,7,18,0.0,6,6,6.0,0.0,0,0,0.0,0.0,0.1999724527,0.111095807,10001377.5555556,19845726.6050806,45006970.0,0,90012274.0,45006137.0,1499.0663761155,45007197.0,45005077.0,90012171.0,15002028.5,23240994.9885726,45007119.0,0.0,0
58235,68.67.178.243,80,6,15/05/201705:21:55,10333567,12,11,5922,1245.0,1552,0,493.5,648.695964644,1245,0,113.1818181818,375.3816239993,693.5649616439,2.2257561208,469707.590909091,2129229.41484865,9997422.0,0,336145.0,30558.6363636364,100614.522072385,333921.0,0.0,10333210.0,1033321.0,3151502.78178945,9997698.0,0.0,0
50879,10.200.7.8,3128,6,11/05/201710:46:42,75998747,35,40,9227,944.0,1460,6,263.6285714286,479.6579103115,240,0,23.6,41.4727590545,133.8311538215,0.9868583754,1027010.09459459,6166520.57462908,44952229.0,0,75960235.0,2234124.55882353,9018948.34147616,44952229.0,0.0,75998499.0,1948679.46153846,8445635.06728791,45003558.0,0.0,0
52989,10.200.7.8,3128,6,11/05/201711:16:12,53673263,8,23,680,2115.0,368,6,85.0,131.1574844006,589,0,91.9565217391,197.6455685083,52.0743447254,0.5775687608,1789108.76666667,8308923.15513874,45008452.0,0,53633651.0,7661950.14285714,16769150.6293152,45008713.0,35.0,53673002.0,2439681.90909091,9678724.06315263,45008807.0,0.0,0
62274,10.200.7.5,3128,6,27/04/201711:36:17,60006691,2,12,12,321.0,6,6,6.0,0.0,63,0,26.75,32.04294,5.549381,0.2333073,4615899.0,12823194.0,45000336.0,0,45000827.0,45000827.0,0.0,45000827.0,45000827.0,60006200.0,5455109.0,13866734.0,45000413.0,0.0,0
46662,179.1.4.245,443,6,28/04/201710:18:04,167813,15,14,3362,1070.0,1635,0,224.1333333333,538.2241788202,260,0,76.4285714286,86.2016547099,26410.3496153457,172.811403169,5993.3214285714,16127.4668031111,60034.0,0,112624.0,8044.5714285714,19897.8764182524,60213.0,0.0,158661.0,12204.6923076923,29571.8542096608,95687.0,0.0,0
41947,172.217.30.9,80,6,27/04/201708:27:35,431,1,3,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9280.7424593968,143.6666666667,247.1059152132,429.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0
52494,10.200.7.5,3128,6,27/04/201704:29:18,117898431,18,78,6188,3344.0,1516,6,343.7777777778,637.0656587784,160,0,42.8717948718,69.2727263987,80.8492523535,0.8142602,1241036.11578947,3783191.61293095,19951438.0,0,117898203.0,6935188.41176471,6491062.30278818,19951438.0,133.0,117898338.0,1531147.24675325,4164254.54661296,20002719.0,0.0,0
3128,192.168.142.41,4556,6,11/05/201710:41:02,487,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,24640.6570841889,4106.7761806982,487.0,0.0,487.0,487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37489,72.30.3.43,443,6,11/05/201703:29:39,17591157,24,26,3878,6382.0,517,0,161.5833333333,214.6234147173,1448,0,245.4615384615,349.2303802099,583.2475942316,2.8423372039,359003.204081633,2200647.16269575,15411643.0,0,2179513.0,94761.4347826087,219134.113088481,940040.0,0.0,17590823.0,703632.92,3071733.21357754,15411965.0,0.0,0
49489,10.200.7.6,3128,6,27/04/201707:58:22,779,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,15404.3645699615,2567.3940949936,779.0,0.0,779.0,779,779.0,779.0,0.0,779.0,779.0,0.0,0.0,0.0,0.0,0.0,0
443,10.200.7.196,40111,6,27/04/201709:56:27,397039,2,4,298,422.0,256,42,149.0,151.3208511739,352,0,105.5,167.6136430406,1813.4238701992,15.111865585,79407.8,137487.000684428,317716.0,162,396853.0,396853.0,0.0,396853.0,396853.0,396877.0,132292.333333333,165324.172552998,317716.0,266.0,1
3128,192.168.32.22,50627,6,27/04/201704:57:38,76569512,21,7,6885,42.0,528,61,327.8571428571,236.8122221749,6,6,6.0,0.0,90.4668166097,0.3656807947,2835907.85185185,7603788.57475414,28435508.0,0,76368997.0,3818449.85,8824030.67731739,28643657.0,0.0,76357318.0,12726219.6666667,12394881.4021912,28641301.0,560760.0,1
42964,216.58.222.70,443,6,11/05/201709:31:30,46352904,6,7,234,246.0,188,0,39.0,75.27815,80,0,35.14286,35.26768,10.35534,0.2804571,3862742.0,13299745.0,46094903.0,39,257939.0,51587.8,72442.63,165462.0,704.0,46352851.0,7725475.0,18797197.0,46094903.0,985.0,1
3128,192.168.10.6,50605,6,26/04/201703:05:17,116,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,103448.275862069,17241.3793103448,116.0,0.0,116.0,116,116.0,116.0,0.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0
